station,state,latitude,longitude,elevation,month,minimum temperature (F),maximum temperature (F),average temperature (F),average daily wind speed (miles per hour),direction of fastest 5 second wind (degrees),fastest 5 second wind speed (miles per hour),snowfall (inch),snow depth (inch),precipitation (inch)
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,August,69.08,91.94,80.78,6.039738,140,14.987498,0,0,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,August,69.98,91.94,81.32,5.59235,140,23.040482,0,0,0
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,August,68,96.98,82.94,8.276678,140,21.922012,0,0,0
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,August,62.96,87.08,71.42,12.30317,140,36.90951,0,0,0
LONG BEACH DAUGHERTY FLD,CA,33.8117,-118.1464,9.4,January,42.08,57.92,49.82,3.131716,140,14.987498,0,0,0
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,January,32,39.92,32.72,14.092722,140,38.922756,0,3.149608,0.01181103
BAKERSFIELD AP,CA,35.4344,-119.0542,149,January,44.96,53.06,48.92,2.460634,140,8.94776,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,January,44.06,59,49.28,2.013246,140,8.052984,0,0,0
BISHOP AP,CA,37.3711,-118.3581,1250.3,August,62.06,102.02,84.92,7.82929,140,36.014734,0,0,0
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,August,75.92,96.98,83.84,7.605596,140,40.936002,0,0,0
PHOENIX SKY HARBOR INTL AP,AZ,33.4278,-112.0039,337.4,January,46.94,73.94,59.18,4.47388,140,12.974252,0,0,0
SACRAMENTO EXECUTIVE AP,CA,38.5069,-121.495,4.6,January,41,50,44.6,7.605596,140,19.908766,0,0,0
STOCKTON METRO AP,CA,37.8892,-121.2258,7.9,January,44.06,51.98,46.94,14.987498,140,36.014734,0,0,0.50000027
BISMARCK,ND,46.7708,-100.7603,505.4,August,48.92,78.98,65.48,4.250186,140,18.119214,0,0,0
NORTH PLATTE RGNL AP,NE,41.1214,-100.6694,846.7,January,20.12,39.92,24.44,6.487126,140,21.922012,0,3.149608,0.01181103
PIERRE RGNL AP,SD,44.3814,-100.2856,531,August,46.04,82.04,63.68,10.289924,140,27.066974,0,0,0
RAPID CITY RGNL AP,SD,44.0433,-103.0536,963.2,August,53.96,78.08,64.58,4.921268,140,19.01399,0,0,0
SALT LAKE CITY INTL AP,UT,40.7781,-111.9694,1287.8,January,17.24,27.14,24.08,5.816044,140,19.01399,0.5905515,9.055123,0.01181103
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,January,2.12,19.22,12.38,2.23694,140,14.092722,0.3149608,7.086618,0.01181103
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,August,71.06,91.94,80.42,6.71082,140,19.908766,0,0,0
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,August,64.94,91.94,79.52,7.158208,140,23.935258,0,0,0
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,January,7.16,20.12,10.22,1.11847,140,8.052984,5.3149635,9.842525,0.40944904
RED BLUFF MUNI AP,CA,40.1519,-122.2536,107.6,August,73.94,107.96,88.88,6.263432,140,19.01399,0,0,0
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,January,29.12,33.08,32.36,0.894776,140,6.039738,8.3070911,0,0.70078778
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,August,60.08,86,71.96,4.47388,140,17.000744,0,0,0
ANNETTE ISLAND AP,AK,55.0389,-131.5786,33.2,August,57.02,68,62.78,3.579104,140,12.079476,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,January,21.2,44.06,32.36,4.921268,140,19.01399,0,0,0
COLD BAY AP,AK,55.2208,-162.7325,23.8,January,35.96,42.08,40.82,17.89552,140,40.041226,0,0,0.29133874
FAIRBANKS INTL AP,AK,64.8039,-147.8761,131.7,January,15.26,19.22,16.52,0.894776,140,6.039738,0.9842525,18.110246,0.0787402
ANCHORAGE INTL AP,AK,61.1689,-150.0278,36.6,August,55.04,71.96,63.68,8.052984,140,35.119958,0,0,0
BETTLES AP,AK,66.9161,-151.5089,195.7,August,53.06,60.98,56.66,5.59235,140,17.000744,0,0,0.44094512
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,August,51.08,66.02,59.36,9.171454,140,19.908766,0,0,0
BARROW POST ROGERS AP,AK,71.2833,-156.7814,9.4,August,37.94,62.96,42.26,10.961006,140,27.066974,0,0,0
ALABASTER SHELBY CO AP,AL,33.1783,-86.7817,172.2,August,71.96,84.92,76.1,1.565858,140,14.987498,0,0,0.96850446
COLORADO SPRINGS MUNI AP,CO,38.81,-104.6883,1884,January,8.24,22.1,21.38,6.487126,140,19.01399,0.3149608,0,0.01968505
PUEBLO MEM AP,CO,38.29,-104.4983,1438.7,January,-12.82,17.24,8.24,3.802798,140,17.000744,0.5118113,5.905515,0.0393701
FRESNO YOSEMITE INTL AP,CA,36.78,-119.7194,101.5,January,39.92,51.08,44.24,4.697574,140,12.974252,0,0,0
HAYWARD AIR TERMINAL,CA,37.6542,-122.115,13.1,January,39.02,60.08,50.18,3.802798,140,16.105968,0,0,0
ATLANTIC CITY INTL AP,NJ,39.4494,-74.5672,18.3,August,66.02,84.92,75.38,5.816044,140,18.119214,0,0,0
TALLAHASSEE,FL,30.3975,-84.3289,19.2,January,55.04,71.96,62.42,9.171454,140,25.948504,0,0,0.05905515
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,January,42.08,55.94,46.22,6.263432,140,17.000744,0,0,0
CINCINNATI NORTHERN KY AP,KY,39.0431,-84.6717,264.9,August,62.96,71.96,67.64,5.59235,140,17.000744,0,0,0.16929143
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,January,39.02,51.08,41.72,6.71082,140,16.105968,0,0,0.01181103
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,August,55.04,80.96,69.26,2.684328,140,19.01399,0,0,0
EVANSVILLE REGIONAL AP,IN,38.0442,-87.5206,121.9,January,7.16,25.16,15.98,3.802798,140,14.092722,0,0,0
EVANSVILLE REGIONAL AP,IN,38.0442,-87.5206,121.9,August,66.02,87.98,75.92,3.579104,140,18.119214,0,0,0
INDIANAPOLIS,IN,39.7075,-86.2803,240.8,January,37.94,51.98,42.8,6.71082,140,17.000744,0,0,0.48818924
TUPELO RGNL AP,MS,34.2622,-88.7714,110,August,66.92,91.94,79.88,2.013246,140,14.987498,0,0,0
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,August,73.94,84.92,78.62,5.816044,140,14.987498,0,0,0.24015761
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,August,75.02,87.08,79.88,4.697574,140,19.01399,0,0,0
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,August,77,89.96,82.94,5.144962,140,21.027236,0,0,0.03149608
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,January,35.06,44.96,38.84,7.605596,140,16.105968,0,0,0.05905515
GLASGOW INTL AP,MT,48.2138,-106.6213,696.5,August,51.08,82.94,66.38,8.500372,140,23.040482,0,0,0
BRIDGEPORT SIKORSKY MEM AP,CT,41.1583,-73.1289,1.5,August,64.04,69.98,67.64,4.47388,140,14.987498,0,0,0.55905542
ALPENA CO RGNL AP,MI,45.0717,-83.5644,208.5,January,19.22,30.2,22.46,2.908022,140,14.987498,2.2834658,1.968505,0.18897648
AUGUSTA BUSH FLD AP,GA,33.3644,-81.9633,40.2,January,24.26,46.94,33.26,2.23694,130,12.079476,0,0,0
SAVANNAH INTL AP,GA,32.13,-81.21,14,August,69.98,91.04,80.06,6.263432,130,17.000744,0,0,0.18897648
HUNTSVILLE INTL AP,AL,34.6439,-86.7861,190.2,August,69.08,87.98,77.18,4.921268,130,21.027236,0,0,0
COLLEGE STN,TX,30.5892,-96.3647,93,August,75.92,100.04,85.82,5.816044,130,19.908766,0,0,0
LAKE CHARLES,LA,30.125,-93.2158,4,January,37.04,62.96,45.14,9.618842,130,21.922012,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,August,62.06,80.06,71.06,6.039738,130,16.105968,0,0,0
BINGHAMTON,NY,42.1997,-75.985,489.5,January,32,35.06,33.44,11.408394,130,27.96175,0,1.968505,0.57874047
GAINESVILLE RGNL AP,FL,29.6919,-82.2756,37.5,August,66.92,91.94,77.9,4.250186,130,18.119214,0,0,0.05905515
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,January,75.92,80.96,78.08,12.526864,130,23.935258,0,0,0
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,January,75.02,80.96,78.26,6.263432,130,19.908766,0,0,0
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,August,84.92,91.04,87.8,14.763804,130,23.935258,0,0,0
MIAMI INTL AP,FL,25.7906,-80.3164,8.8,August,82.04,91.94,87.26,7.605596,130,23.040482,0,0,0
MIAMI INTL AP,FL,25.7906,-80.3164,8.8,August,82.04,91.94,86.72,11.408394,130,25.948504,0,0,0.03149608
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,January,62.06,84.02,72.5,8.724066,130,27.066974,0,0,0.01181103
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,January,50,78.98,63.86,5.368656,130,17.000744,0,0,0
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,August,78.98,93.02,85.46,8.724066,130,23.935258,0,0,0
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,August,80.06,91.94,85.82,11.632088,130,27.066974,0,0,0
WEST PALM BEACH INTL AP,FL,26.6847,-80.0994,5.8,January,69.08,80.06,74.3,11.408394,130,23.935258,0,0,0
WEST PALM BEACH INTL AP,FL,26.6847,-80.0994,5.8,August,77,91.94,84.56,8.276678,130,25.053728,0,0,0
WEST PALM BEACH INTL AP,FL,26.6847,-80.0994,5.8,August,82.04,91.04,85.64,12.30317,130,23.935258,0,0,0
FT LAUDERDALE HOLLYWOOD AP,FL,26.0719,-80.1536,3.4,August,84.02,91.04,86.72,11.408394,130,23.935258,0,0,0
SAN ANTONIO INTL AP,TX,29.5442,-98.4839,240.5,August,77,98.96,85.1,6.71082,130,23.935258,0,0,0
HOUSTON INTERCONT AP,TX,29.98,-95.36,29,January,23.18,50,35.06,5.816044,130,19.01399,0,0,0
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,August,71.06,89.06,79.7,6.487126,130,19.01399,0,0,0
NORFOLK INTL AP,VA,36.9033,-76.1922,9.1,August,68,84.02,77.54,6.71082,130,23.040482,0,0,0
WILMINGTON INTL AP,NC,34.2675,-77.8997,10.1,August,66.92,84.92,74.84,4.47388,130,19.01399,0,0,0.01181103
BIRMINGHAM AP,AL,33.5656,-86.745,187.5,January,51.08,62.96,54.14,4.47388,130,17.000744,0,0,0.74015788
NASHVILLE INTL AP,TN,36.1189,-86.6892,182.9,January,46.04,55.04,48.02,4.921268,130,14.092722,0,0,0
AUSTIN BERGSTROM AP,TX,30.1831,-97.68,146.3,August,73.04,98.06,84.38,4.250186,130,29.08022,0,0,0
SHREVEPORT,LA,32.4506,-93.8411,83.2,January,53.06,71.06,61.52,8.276678,130,52.120702,0,0,0.42126007
WICHITA FALLS MUNI AP,TX,33.9786,-98.4928,310,August,69.98,96.08,82.04,6.934514,130,23.935258,0,0,0
HARRISON BOONE CO AP,AR,36.2667,-93.1567,418.8,August,62.06,80.06,68.18,5.816044,130,18.119214,0,0,0.5905515
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,January,21.2,42.98,31.1,8.94776,130,19.908766,0,0,0
CONCORDIA MUNI AP,KS,39.5514,-97.6508,447.8,August,51.98,78.08,65.48,5.816044,130,18.119214,0,0,0
ST LOUIS LAMBERT INTL AP,MO,38.7525,-90.3736,161.8,January,24.26,44.06,33.98,6.039738,130,18.119214,0,0,0
TOPEKA MUNI AP,KS,39.0725,-95.6261,267,August,57.92,82.04,69.98,2.013246,130,14.092722,0,0,0
BUFFALO,NY,42.9486,-78.7369,211.2,January,27.14,41,32.72,6.487126,130,18.119214,0,0,0
NEWARK INTL AP,NJ,40.6825,-74.1694,2.1,August,64.04,69.98,67.82,5.144962,130,16.105968,0,0,0.64960665
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,January,21.2,41,30.38,6.71082,130,19.908766,0,0,0
ROCHESTER GTR INTL AP,NY,43.1167,-77.6767,162.5,January,15.26,30.2,22.28,4.921268,130,19.908766,0.7086618,1.181103,0.07086618
CLEVELAND,OH,41.4131,-81.86,232.6,January,33.98,50,39.2,6.487126,130,19.01399,0,0,0
COLUMBUS PORT COLUMBUS INTL AP,OH,39.9914,-82.8808,246.9,January,41,53.06,44.78,4.697574,130,14.987498,0,0,0.01181103
FLINT BISHOP INTL AP,MI,42.9667,-83.7494,234.7,August,60.98,82.04,69.44,5.368656,130,21.922012,0,0,0.0393701
MILWAUKEE MITCHELL AP,WI,42.955,-87.9044,204.2,August,62.06,78.98,71.24,9.171454,130,44.067718,0,0,0.16929143
MUSKEGON CO AP,MI,43.1711,-86.2367,190.5,January,20.12,26.24,22.64,8.724066,130,21.027236,1.8110246,3.149608,0.11023628
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,August,55.04,82.04,69.62,2.013246,130,14.987498,0,0,0
YOUNGSTOWN RGNL AP,OH,41.2544,-80.6739,359.7,January,29.12,44.06,36.86,9.842536,130,21.922012,0,0,0.05118113
DULUTH,MN,46.8369,-92.2097,435.3,January,8.24,20.12,10.4,9.395148,130,23.935258,0.5118113,11.023628,0.0393701
DULUTH,MN,46.8369,-92.2097,435.3,August,50,71.06,62.06,5.368656,130,16.105968,0,0,0
GRAND ISLAND AP,NE,40.9611,-98.3136,560.8,August,57.92,75.02,65.84,11.1847,130,23.040482,0,0,0.18897648
OMAHA EPPLEY AIRFIELD,NE,41.3103,-95.8992,299.3,January,20.12,37.94,26.96,9.395148,130,21.922012,0,0,0
SIOUX CITY GATEWAY AP,IA,42.3914,-96.3792,333.8,August,60.08,75.92,66.2,3.802798,130,10.961006,0,0,0
CHILDRESS MUNI AP,TX,34.4272,-100.2831,594.7,August,73.04,98.96,83.66,13.869028,130,34.001488,0,0,0
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,August,66.92,91.04,77.36,10.06623,130,25.053728,0,0,0.05118113
MIDLAND ODESSA,TX,31.9433,-102.1889,874.2,August,73.94,100.04,86.36,7.82929,130,36.014734,0,0,0
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,August,60.98,89.96,74.48,10.289924,130,27.96175,0,0,0
BAKERSFIELD AP,CA,35.4344,-119.0542,149,January,46.94,62.96,52.16,6.934514,130,18.119214,0,0,0.20078751
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,August,78.08,95,83.66,8.052984,130,31.988242,0,0,0
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,August,78.08,91.94,83.48,8.276678,130,44.067718,0,0,0
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,August,75.92,105.98,88.34,8.500372,130,38.922756,0,0,0
PHOENIX SKY HARBOR INTL AP,AZ,33.4278,-112.0039,337.4,August,80.96,96.08,90.86,8.94776,130,23.935258,0,0,0.01181103
BISMARCK,ND,46.7708,-100.7603,505.4,August,53.06,84.02,68.36,6.263432,130,21.027236,0,0,0
PIERRE RGNL AP,SD,44.3814,-100.2856,531,January,-8.86,4.1,-1.66,6.487126,130,18.119214,0,3.149608,0
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,August,59,84.92,68.18,8.276678,130,31.988242,0,0,0
BILLINGS LOGAN INTL AP,MT,45.8069,-108.5422,1091.5,August,51.98,82.04,65.48,4.921268,130,17.000744,0,0,0
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,January,-3.82,21.2,17.42,5.816044,130,14.987498,0.393701,14.960638,0.01181103
BOISE AIR TERMINAL,ID,43.5667,-116.2406,857.7,January,14.18,44.96,20.48,8.500372,130,31.093466,0.393701,12.992133,0.22834658
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,January,-18.76,1.22,-9.22,0.894776,130,6.934514,0,9.055123,0
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,August,53.06,86,71.78,7.605596,130,23.040482,0,0,0
PENDLETON,OR,45.6906,-118.8528,461.8,January,0.14,16.16,6.26,5.368656,130,12.079476,0,1.181103,0
MEDFORD ROGUE VLY AP,OR,42.3811,-122.8722,395.3,January,32,50,40.1,2.013246,130,12.079476,0,0,0
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,January,17.24,35.06,27.5,7.158208,130,18.119214,0,0,0
PORTLAND INTL AP,OR,45.5908,-122.6003,5.8,January,17.24,33.98,24.62,12.750558,130,23.935258,0,0,0
KODIAK AP,AK,57.7511,-152.4856,24.4,January,33.98,42.08,37.58,6.934514,130,21.922012,0,1.181103,0.0393701
ST PAUL ISLAND AP,AK,57.1553,-170.2222,10.7,January,33.98,37.94,34.34,19.908766,130,33.106712,0,0,0
MCGRATH AP,AK,62.9575,-155.6103,101.5,January,-25.78,-15.88,-19.3,0,130,4.026492,0,11.81103,0
KOTZEBUE RALPH WEIN AP,AK,66.8667,-162.6333,9.1,January,21.2,30.2,23.72,33.330406,130,50.107456,0.5118113,25.196864,0.03149608
NOME MUNI AP,AK,64.5111,-165.44,4,August,51.08,60.08,53.96,5.368656,130,14.987498,0,0,0
NOME MUNI AP,AK,64.5111,-165.44,4,August,55.04,60.08,57.74,11.1847,130,21.922012,0,0,0.11023628
NOME MUNI AP,AK,64.5111,-165.44,4,August,55.94,66.92,59.72,6.934514,130,19.908766,0,0,0
PUEBLO MEM AP,CO,38.29,-104.4983,1438.7,January,13.1,30.2,27.32,5.59235,130,14.092722,0,0,0
FRESNO YOSEMITE INTL AP,CA,36.78,-119.7194,101.5,August,80.06,107.06,94.28,4.47388,130,17.000744,0,0,0
FRESNO YOSEMITE INTL AP,CA,36.78,-119.7194,101.5,August,78.98,93.02,87.62,7.158208,130,17.000744,0,0,0
BALTIMORE WASH INTL AP,MD,39.1667,-76.6833,47.5,August,64.04,89.96,76.28,3.802798,130,21.922012,0,0,0.01181103
WASHINGTON DC DULLES AP,VA,38.9408,-77.4636,88.4,August,68,87.98,76.82,4.47388,130,29.08022,0,0,0.09055123
WALLOPS ISLAND FLIGHT FAC,VA,37.9406,-75.4631,11.6,August,60.08,80.96,71.06,8.052984,130,21.027236,0,0,0
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,January,24.26,46.04,35.42,4.921268,130,14.092722,0,0,0
DAYTON INTL AP,OH,39.9061,-84.2186,304.8,August,62.06,71.96,67.1,4.921268,130,17.000744,0,0,0
LOUISVILLE INTL AP,KY,38.1811,-85.7392,148.7,August,64.94,75.02,70.52,5.144962,130,12.974252,0,0,0.77165396
LOUISVILLE INTL AP,KY,38.1811,-85.7392,148.7,August,62.96,84.92,74.66,4.026492,130,16.105968,0,0,0
SPRINGFIELD CAPITAL AP,IL,39.8447,-89.6839,181.1,January,18.14,44.06,29.84,4.697574,130,14.092722,0,0,0
SPRINGFIELD CAPITAL AP,IL,39.8447,-89.6839,181.1,August,55.94,84.02,69.62,3.35541,130,16.105968,0,0,0
GULFPORT - BILOXI AP,MS,30.4119,-89.0808,12.8,August,69.98,89.96,80.6,3.802798,130,17.000744,0,0,0
QUINCY RGNL AP,IL,39.9369,-91.1919,234.4,January,18.14,41,28.58,6.71082,130,18.119214,0,0,0
HAVRE CITY CO AP,MT,48.5428,-109.7633,787.9,August,46.94,87.08,69.44,4.47388,130,17.000744,0,0,0
NEW YORK JFK INTL AP,NY,40.6386,-73.7622,3.4,August,66.02,71.96,69.8,7.158208,130,19.908766,0,0,0.38976399
DUBUQUE RGNL AP,IA,42.3978,-90.7036,321.9,August,59,75.92,67.82,5.59235,130,14.987498,0,0,0
PADUCAH,KY,37.0683,-88.7719,119.5,January,46.04,60.08,50,3.579104,120,18.119214,0,0,0.25196864
WICHITA,KS,37.6544,-97.4425,406.9,August,62.96,84.02,72.86,8.052984,120,18.119214,0,0,0
COLUMBIA RGNL AP,MO,38.8169,-92.2183,272.2,January,21.2,48.02,32.72,8.052984,120,21.027236,0,0,0
KANSAS CITY INTL AP,MO,39.2972,-94.7306,306.3,January,32,46.94,40.82,8.94776,120,19.01399,0,0,0.18897648
ORLANDO INTL AP,FL,28.4339,-81.325,27.4,August,75.02,93.02,81.5,6.263432,120,19.908766,0,0,0
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,January,73.94,78.98,76.1,11.1847,120,23.040482,0,0,0.01968505
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,August,84.92,91.04,87.44,13.197946,120,23.935258,0,0,0
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,August,82.94,89.06,85.82,13.645334,120,25.948504,0,0,0
KEY WEST INTL AP,FL,24.555,-81.7522,1.2,August,82.94,89.96,86.18,10.513618,120,19.01399,0,0,0
MIAMI INTL AP,FL,25.7906,-80.3164,8.8,January,71.06,82.94,76.46,9.842536,120,27.96175,0,0,0
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,January,33.98,69.98,50.9,2.908022,120,14.987498,0,0,0
VERO BEACH INTL AP,FL,27.6531,-80.2428,8.5,August,73.04,93.02,81.32,5.59235,120,21.027236,0,0,0.12992133
WEST PALM BEACH INTL AP,FL,26.6847,-80.0994,5.8,August,82.04,91.04,86,10.961006,120,25.948504,0,0,0
NEW ORLEANS INTL AP,LA,29.9933,-90.2511,1.2,August,75.02,87.08,78.62,4.697574,120,23.935258,0,0,0.50000027
PORT ARTHUR SE TX AP,TX,29.9506,-94.0206,4.9,January,39.92,64.94,48.2,11.1847,120,21.922012,0,0,0
PORT ARTHUR SE TX AP,TX,29.9506,-94.0206,4.9,August,73.94,87.08,79.7,4.026492,120,19.908766,0,0,0.33858286
HOUSTON HOBBY AP,TX,29.6381,-95.2819,13.4,January,44.96,68,54.14,9.842536,120,21.922012,0,0,0
CORPUS CHRISTI,TX,27.7839,-97.5108,13.7,January,37.04,80.06,57.56,6.263432,120,25.053728,0,0,0
ELIZABETH CITY CGAS,NC,36.2606,-76.175,4,August,68,87.08,77.18,4.697574,120,16.105968,0,0,0
CHARLESTON YEAGER AP,WV,38.3794,-81.59,277.4,January,44.96,60.08,51.44,2.23694,120,12.079476,0,0,0.18110246
ATHENS BEN EPPS AP,GA,33.9481,-83.3275,239.3,August,66.02,89.06,75.56,0.223694,120,10.06623,0,0,0
BRISTOL TRI CITY AP,TN,36.4731,-82.4044,457.2,August,60.08,84.92,71.24,2.908022,120,18.119214,0,0,0
CHARLESTON INTL AP,SC,32.8986,-80.0403,12.2,January,42.98,64.94,55.58,6.487126,120,19.908766,0,0,0
COLUMBIA,SC,33.9486,-81.1186,70.4,August,73.04,86,79.52,3.131716,120,16.105968,0,0,0
JACKSONVILLE,FL,30.4844,-81.7019,10.1,January,46.04,71.96,55.94,3.802798,120,16.105968,0,0,0.42126007
KNOXVILLE MCGHEE TYSON AP,TN,35.8181,-83.9858,293.2,January,7.16,25.16,15.98,2.460634,120,10.961006,0,0,0
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,January,51.08,66.02,55.76,5.368656,120,31.093466,0,0,0.75984293
MEMPHIS INTL AP,TN,35.0564,-89.9864,77.4,August,66.92,87.98,76.64,7.605596,120,23.040482,0,0,0
MOBILE,AL,30.6794,-88.2397,63.4,January,29.12,60.08,39.74,8.052984,120,19.908766,0,0,0
DALLAS LOVE FLD,TX,32.8519,-96.8556,134.1,August,75.92,91.04,82.76,6.934514,120,21.027236,0,0,0
OKLAHOMA CITY WILL ROGERS AP,OK,35.3889,-97.6006,391.7,August,69.08,89.06,75.38,4.921268,120,16.105968,0,0,0
PONCA CITY MUNI AP,OK,36.7367,-97.1019,304.8,August,62.96,91.04,75.56,4.697574,120,14.987498,0,0,0
GREENWOOD LEFLORE AP,MS,33.4964,-90.0867,40.5,January,12.2,37.04,22.82,4.250186,120,14.987498,0,0,0
DODGE CITY,KS,37.7608,-99.9683,789.4,August,55.94,80.96,67.28,6.71082,120,19.908766,0,0,0
SPRINGFIELD,MO,37.2353,-93.4003,389.5,August,62.96,71.06,67.28,8.94776,120,31.988242,0,0,1.70866234
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,January,18.14,33.08,27.14,4.250186,120,19.01399,0.1181103,0,0.01181103
ALLENTOWN INTL AP,PA,40.6508,-75.4492,118.9,August,64.04,87.08,72.86,3.802798,120,36.90951,0,0,1.57874101
PEORIA GTR PEORIA AP,IL,40.6675,-89.6839,198.1,August,68,86,75.56,2.013246,120,14.092722,0,0,0
SOUTH BEND MICHIANA RGNL AP,IN,41.7072,-86.3164,235.6,January,26.24,41,32.36,8.052984,120,21.922012,0,0,0.51968532
AKRON CANTON RGNL AP,OH,40.9167,-81.4333,368.2,August,57.02,84.02,70.16,4.921268,120,17.000744,0,0,0
DULUTH,MN,46.8369,-92.2097,435.3,August,55.94,66.92,64.04,9.395148,120,23.040482,0,0,0
MINNEAPOLIS/ST PAUL AP,MN,44.8831,-93.2289,265.8,January,17.24,27.14,18.5,8.500372,120,27.96175,0.7086618,0,0.07086618
DES MOINES INTL AP,IA,41.5339,-93.6531,291.7,January,19.22,37.94,26.96,7.605596,120,23.040482,0,0,0
ROSWELL IND AIR PK,NM,33.3075,-104.5083,1112.2,August,69.08,93.02,78.98,10.289924,120,21.922012,0,0,0
SAN ANGELO,TX,31.3711,-100.4922,576.1,August,64.94,96.98,81.32,4.026492,120,19.01399,0,0,0
EL PASO INTL AP,TX,31.8111,-106.3758,1194.2,August,71.96,98.06,83.3,6.263432,120,21.922012,0,0,0
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,January,-2.74,20.12,6.44,2.460634,120,16.105968,0,1.968505,0
GRAND JUNCTION WALKER FLD,CO,39.1342,-108.54,1480.7,August,64.04,93.92,80.06,14.316416,120,35.119958,0,0,0.01968505
ELY YELLAND FLD AP,NV,39.2953,-114.8467,1908.7,August,57.92,93.92,75.74,7.381902,120,29.08022,0,0,0
TUCSON INTL AP,AZ,32.1314,-110.9553,776.9,January,39.02,75.92,58.82,8.276678,120,31.988242,0,0,0
SAN DIEGO LINDBERGH FLD,CA,32.7336,-117.1831,4.6,January,53.96,73.94,62.6,2.23694,120,12.079476,0,0,0
SALINAS MUNICIPAL AP,CA,36.6636,-121.6081,22.6,January,51.98,60.08,54.68,10.961006,120,33.106712,0,0,0.87007921
SALINAS MUNICIPAL AP,CA,36.6636,-121.6081,22.6,January,33.98,53.96,42.62,9.842536,120,27.96175,0,0,0
SALINAS MUNICIPAL AP,CA,36.6636,-121.6081,22.6,January,48.92,57.92,51.44,20.803542,120,42.054472,0,0,0.37007894
PIERRE RGNL AP,SD,44.3814,-100.2856,531,January,5.18,20.12,10.04,11.408394,120,29.08022,0.5118113,3.93701,0.0787402
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,January,12.2,37.94,24.98,6.487126,120,14.987498,0,0,0
SCOTTSBLUFF HEILIG AP,NE,41.8706,-103.5931,1202.4,August,57.02,78.08,65.48,7.381902,120,19.01399,0,0,0
CASPER NATRONA CO AP,WY,42.8975,-106.4636,1627,August,44.06,78.08,61.34,7.605596,120,23.040482,0,0,0
LEWISTON NEZ PERCE CO AP,ID,46.3747,-117.0156,437.7,January,13.1,24.26,18.68,10.289924,120,27.96175,0.5905515,0,0.0393701
MISSOULA INTL AP,MT,46.9208,-114.0925,972.9,January,-1.84,21.2,9.14,8.052984,120,29.08022,1.1023628,9.842525,0.05118113
