Maker,Model,Release_year,Max_resolution,Low_resolution,Effective_megapixels,Zoom_wide(mm),Zoom_tele(mm),Normal_focus_range(mm),Macro_focus_range(mm),Storage_included(GB),Weight(g),Dimensions(mm),Price(dollars)
Sony,Sony DSC-P73,1/1/2004,2272.00,1600.00,3.00,39.00,117.00,50.00,10.00,16.00,243.00,116.00,149.00
Sony,Sony DSC-P93,1/1/2004,2592.00,2048.00,5.00,38.00,114.00,50.00,10.00,32.00,236.00,117.00,429.00
Sony,Sony DSC-T11,1/1/2004,2592.00,2048.00,5.00,38.00,114.00,50.00,8.00,32.00,186.00,103.00,399.00
Sony,Sony DSC-T3,1/1/2004,2592.00,2048.00,5.00,38.00,114.00,50.00,8.00,32.00,186.00,90.00,399.00
Sony,Sony DSC-V3,1/1/2004,3072.00,2592.00,7.00,34.00,136.00,40.00,10.00,0.00,390.00,120.00,429.00
Sony,Sony DSC-W1,1/1/2004,2592.00,2048.00,5.00,38.00,114.00,50.00,6.00,32.00,250.00,91.00,429.00
Canon,Canon PowerShot A300,1/1/2003,2048.00,1600.00,3.00,33.00,33.00,20.00,5.00,32.00,225.00,111.00,139.00
Canon,Canon PowerShot A60,1/1/2003,1600.00,1024.00,1.00,35.00,105.00,46.00,5.00,16.00,315.00,101.00,139.00
Canon,Canon PowerShot A70,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,46.00,5.00,16.00,315.00,101.00,139.00
Canon,Canon PowerShot A80,1/1/2003,2272.00,1600.00,3.00,38.00,114.00,46.00,5.00,32.00,350.00,103.00,139.00
Canon,Canon EOS 10D,1/1/2003,3072.00,2048.00,6.00,0.00,0.00,0.00,0.00,0.00,875.00,150.00,1299.00
Canon,Canon EOS 300D / Digital Rebel,1/1/2003,3072.00,2048.00,6.00,0.00,0.00,0.00,0.00,0.00,645.00,142.00,1299.00
Canon,Canon PowerShot G5,1/1/2003,2592.00,1600.00,5.00,35.00,140.00,50.00,5.00,32.00,490.00,121.00,149.00
Canon,Canon PowerShot S400,1/1/2003,2272.00,1600.00,3.00,36.00,108.00,46.00,5.00,32.00,230.00,87.00,139.00
Canon,Canon PowerShot S50,1/1/2003,2592.00,1600.00,5.00,35.00,105.00,50.00,10.00,32.00,323.00,112.00,399.00
Canon,Canon PowerShot SD10,1/1/2003,2272.00,1600.00,3.00,38.00,38.00,0.00,3.00,32.00,140.00,90.00,199.00
Canon,Canon PowerShot SD100,1/1/2003,2048.00,1600.00,3.00,35.00,70.00,47.00,10.00,16.00,185.00,85.00,199.00
Casio,Casio Exilim EX-S20,1/1/2003,1600.00,1280.00,1.00,35.00,35.00,80.00,30.00,10.00,100.00,83.00,249.00
Casio,Casio Exilim EX-S3,1/1/2003,2048.00,1600.00,3.00,35.00,35.00,80.00,80.00,10.00,110.00,90.00,249.00
Casio,Casio Exilim EX-Z3,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,40.00,6.00,16.00,170.00,87.00,329.00
Casio,Casio Exilim EX-Z4,1/1/2003,2304.00,1600.00,4.00,35.00,105.00,40.00,6.00,16.00,170.00,87.00,329.00
Casio,Casio QV-R40,1/1/2003,2304.00,2240.00,4.00,39.00,117.00,60.00,10.00,11.00,210.00,88.00,249.00
Epson,Epson PhotoPC L-300,1/1/2003,2048.00,1600.00,3.00,34.00,102.00,50.00,11.00,16.00,285.00,105.00,399.00
Epson,Epson PhotoPC L-400,1/1/2003,2304.00,1600.00,4.00,34.00,102.00,50.00,11.00,16.00,285.00,105.00,129.00
Fujifilm,Fujifilm FinePix A205 Zoom,1/1/2003,1600.00,1280.00,1.00,36.00,108.00,80.00,10.00,16.00,225.00,99.00,169.00
Fujifilm,Fujifilm FinePix A210 Zoom,1/1/2003,2048.00,1600.00,3.00,36.00,108.00,80.00,10.00,16.00,225.00,99.00,169.00
Fujifilm,Fujifilm FinePix A310 Zoom,1/1/2003,2816.00,2048.00,3.00,38.00,114.00,60.00,10.00,16.00,190.00,97.00,169.00
Fujifilm,Fujifilm FinePix F410 Zoom,1/1/2003,2816.00,2048.00,3.00,38.00,114.00,60.00,10.00,16.00,205.00,85.00,169.00
Fujifilm,Fujifilm FinePix F420 Zoom,1/1/2003,2816.00,2048.00,3.00,36.00,108.00,60.00,8.00,16.00,180.00,77.00,169.00
Fujifilm,Fujifilm FinePix F610,1/1/2003,4048.00,2848.00,6.00,35.00,105.00,60.00,9.00,16.00,205.00,72.00,169.00
Fujifilm,Fujifilm FinePix F700,1/1/2003,2832.00,2048.00,3.00,35.00,105.00,60.00,9.00,16.00,205.00,108.00,169.00
Fujifilm,Fujifilm FinePix S3000 Z,1/1/2003,2048.00,1600.00,3.00,38.00,228.00,80.00,10.00,16.00,400.00,100.00,229.00
Fujifilm,Fujifilm FinePix S5000 Z,1/1/2003,2816.00,2048.00,3.00,37.00,370.00,90.00,10.00,16.00,430.00,113.00,229.00
Fujifilm,Fujifilm FinePix S7000 Z,1/1/2003,4048.00,2848.00,6.00,35.00,210.00,50.00,1.00,16.00,590.00,121.00,229.00
HP,HP Photosmart 435,1/1/2003,2048.00,640.00,3.00,36.00,36.00,85.00,85.00,16.00,190.00,117.00,179.00
HP,HP Photosmart 635,1/1/2003,1636.00,640.00,2.00,38.00,114.00,80.00,10.00,16.00,240.00,240.00,179.00
HP,HP Photosmart 735,1/1/2003,2080.00,0.00,3.00,38.00,114.00,0.00,0.00,16.00,290.00,105.00,179.00
HP,HP Photosmart 935,1/1/2003,2608.00,1296.00,5.00,37.00,111.00,50.00,14.00,32.00,260.00,97.00,179.00
HP,HP Photosmart 945,1/1/2003,2608.00,1296.00,5.00,37.00,300.00,50.00,10.00,32.00,500.00,123.00,179.00
Kodak,Kodak CX6200,1/1/2003,1632.00,0.00,2.00,37.00,37.00,50.00,50.00,8.00,195.00,104.00,129.00
Kodak,Kodak CX6230,1/1/2003,1632.00,0.00,2.00,36.00,108.00,50.00,50.00,16.00,225.00,104.00,129.00
Kodak,Kodak CX6330,1/1/2003,2032.00,0.00,3.00,37.00,111.00,60.00,60.00,16.00,225.00,103.00,126.00
Kodak,Kodak DX4530,1/1/2003,2580.00,0.00,5.00,38.00,114.00,60.00,7.00,32.00,210.00,111.00,126.00
Kodak,Kodak DX6340,1/1/2003,2032.00,0.00,3.00,36.00,144.00,50.00,10.00,16.00,280.00,109.00,126.00
Kodak,Kodak DX6440,1/1/2003,2304.00,0.00,4.00,33.00,132.00,50.00,10.00,16.00,270.00,109.00,129.00
Kodak,Kodak DX6490,1/1/2003,2304.00,0.00,4.00,38.00,380.00,60.00,12.00,16.00,380.00,100.00,129.00
Kodak,Kodak LS633,1/1/2003,2041.00,0.00,3.00,37.00,111.00,60.00,13.00,16.00,260.00,114.00,126.00
Kyocera,Kyocera Finecam L30,1/1/2003,2048.00,1024.00,3.00,38.00,115.00,60.00,20.00,16.00,220.00,111.00,169.00
Kyocera,Kyocera Finecam L3V,1/1/2003,2048.00,1600.00,3.00,38.00,115.00,60.00,20.00,16.00,220.00,112.00,169.00
Kyocera,Kyocera Finecam L4V,1/1/2003,2304.00,1600.00,4.00,35.00,105.00,60.00,20.00,16.00,220.00,112.00,199.00
Kyocera,Kyocera Finecam S3R,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,60.00,17.00,16.00,205.00,92.00,1699.00
Kyocera,Kyocera Finecam S5R,1/1/2003,2560.00,1600.00,5.00,35.00,105.00,60.00,17.00,16.00,205.00,92.00,1699.00
Kyocera,Kyocera Finecam SL300R,1/1/2003,2048.00,1600.00,3.00,35.00,115.00,60.00,20.00,16.00,175.00,100.00,229.00
Leica,Leica Digilux 2,1/1/2003,2560.00,2048.00,4.00,28.00,90.00,30.00,30.00,64.00,705.00,135.00,249.00
Nikon,Nikon Coolpix 2100,1/1/2003,1600.00,1024.00,1.00,36.00,108.00,30.00,4.00,8.00,215.00,88.00,99.00
Nikon,Nikon Coolpix 3100,1/1/2003,2048.00,1600.00,3.00,38.00,115.00,30.00,4.00,16.00,215.00,88.00,99.00
Nikon,Nikon Coolpix 3700,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,30.00,3.00,16.00,162.00,95.50,229.00
Nikon,Nikon Coolpix 5400,1/1/2003,2592.00,1600.00,5.00,28.00,116.00,50.00,1.00,16.00,400.00,108.00,229.00
Nikon,Nikon Coolpix SQ,1/1/2003,2016.00,1600.00,3.00,37.00,111.00,30.00,4.00,16.00,216.00,83.00,199.00
Nikon,Nikon D2H,1/1/2003,2464.00,1840.00,4.00,0.00,0.00,0.00,0.00,0.00,1200.00,158.00,1599.00
Olympus,Olympus C-5000 Zoom,1/1/2003,2560.00,2272.00,4.00,38.00,114.00,50.00,4.00,32.00,280.00,105.00,449.00
Olympus,Olympus C-5060 Zoom,1/1/2003,2592.00,2288.00,5.00,27.00,110.00,80.00,3.00,32.00,480.00,116.00,449.00
Olympus,Olympus C-740 UZ,1/1/2003,2048.00,1600.00,3.00,38.00,380.00,60.00,3.00,16.00,340.00,108.00,449.00
Olympus,Olympus C-750 UZ,1/1/2003,2288.00,2048.00,3.00,38.00,380.00,60.00,3.00,16.00,340.00,108.00,449.00
Olympus,Olympus D-390,1/1/2003,1600.00,1024.00,1.00,35.00,35.00,50.00,20.00,16.00,230.00,108.00,1699.00
Olympus,Olympus D-560 Zoom,1/1/2003,2048.00,1024.00,3.00,35.00,105.00,50.00,20.00,16.00,220.00,108.00,449.00
Olympus,Olympus E-1,1/1/2003,2560.00,1600.00,4.00,0.00,0.00,0.00,0.00,0.00,735.00,141.00,1699.00
Olympus,Olympus Stylus 300 ,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,50.00,20.00,16.00,220.00,99.00,229.00
Olympus,Olympus Stylus 400 ,1/1/2003,2272.00,2048.00,3.00,35.00,105.00,50.00,20.00,16.00,220.00,99.00,229.00
Panasonic,Panasonic Lumix DMC-FX1,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,50.00,10.00,16.00,185.00,0.00,1499.00
Panasonic,Panasonic Lumix DMC-FX5,1/1/2003,2304.00,1600.00,4.00,35.00,105.00,50.00,10.00,16.00,185.00,0.00,1499.00
Panasonic,Panasonic Lumix DMC-FZ10,1/1/2003,2304.00,1600.00,4.00,35.00,420.00,30.00,5.00,16.00,550.00,87.00,149.00
Panasonic,Panasonic Lumix DMC-FZ2,1/1/2003,1600.00,1280.00,2.00,35.00,420.00,30.00,5.00,0.00,350.00,114.00,149.00
Panasonic,Panasonic Lumix DMC-LC33,1/1/2003,2048.00,1600.00,3.00,35.00,105.00,50.00,10.00,32.00,215.00,96.00,1499.00
Panasonic,Panasonic Lumix DMC-LC43,1/1/2003,2304.00,1600.00,4.00,35.00,105.00,50.00,10.00,32.00,215.00,96.00,1499.00
Pentax,Pentax *ist D,1/1/2003,3008.00,2400.00,6.00,0.00,0.00,0.00,0.00,0.00,650.00,129.00,799.00
Pentax,Pentax Optio 33L,1/1/2003,2048.00,1600.00,3.00,38.00,114.00,40.00,10.00,16.00,225.00,105.00,269.00
Pentax,Pentax Optio 33LF,1/1/2003,2048.00,1600.00,3.00,38.00,114.00,40.00,10.00,12.00,225.00,109.00,269.00
Pentax,Pentax Optio 33WR,1/1/2003,2048.00,1600.00,3.00,37.00,104.00,30.00,1.00,16.00,208.00,82.00,269.00
Pentax,Pentax Optio 450,1/1/2003,2288.00,1600.00,3.00,37.00,187.00,60.00,2.00,16.00,250.00,100.00,149.00
Pentax,Pentax Optio 550,1/1/2003,2592.00,2048.00,5.00,37.00,187.00,60.00,2.00,16.00,250.00,100.00,149.00
Pentax,Pentax Optio 555,1/1/2003,2592.00,2048.00,5.00,37.00,187.00,60.00,2.00,16.00,250.00,100.00,149.00
Pentax,Pentax Optio S,1/1/2003,2048.00,1024.00,3.00,35.00,105.00,40.00,6.00,16.00,115.00,83.00,149.00
Pentax,Pentax Optio S4,1/1/2003,2304.00,1600.00,4.00,35.00,105.00,40.00,6.00,11.00,115.00,83.00,149.00
Ricoh,Ricoh Caplio G3,1/1/2003,2048.00,1280.00,3.00,35.00,105.00,30.00,1.00,8.00,230.00,124.00,99.00
Samsung,Samsung Digimax V4,1/1/2003,2272.00,1120.00,3.00,38.00,114.00,80.00,6.00,0.00,210.00,106.00,229.00
Samsung,Samsung Digimax U-CA 3,1/1/2003,2048.00,2048.00,3.00,35.00,114.00,80.00,5.00,0.00,134.00,102.00,229.00
Sanyo,Sanyo DSC-J1,1/1/2003,2048.00,1600.00,3.00,37.00,104.00,20.00,2.00,8.00,205.00,98.00,429.00
Sanyo,Sanyo DSC-S1,1/1/2003,2048.00,1600.00,3.00,36.00,108.00,50.00,16.00,8.00,190.00,100.00,149.00
Sigma,Sigma SD10,1/1/2003,2268.00,1134.00,3.00,0.00,0.00,0.00,0.00,0.00,950.00,152.00,1599.00
Sony,Sony Mavica CD350,1/1/2003,2048.00,1632.00,3.00,41.00,123.00,50.00,10.00,1.00,522.00,132.00,1399.00
Sony,Sony Mavica CD500,1/1/2003,2592.00,2048.00,5.00,34.00,102.00,50.00,4.00,1.00,606.00,139.00,1399.00
Sony,Sony DSC-F828,1/1/2003,3264.00,2592.00,8.00,28.00,200.00,50.00,2.00,0.00,906.00,134.00,429.00
Sony,Sony DSC-P10,1/1/2003,2592.00,2048.00,5.00,38.00,114.00,50.00,10.00,32.00,206.00,105.00,149.00
Sony,Sony DSC-P32,1/1/2003,2048.00,1632.00,3.00,33.00,33.00,10.00,10.00,16.00,217.00,101.00,429.00
Sony,Sony DSC-P52,1/1/2003,2048.00,1632.00,3.00,41.00,82.00,8.00,8.00,16.00,280.00,123.00,429.00
Sony,Sony DSC-P72,1/1/2003,2048.00,1632.00,3.00,39.00,117.00,50.00,10.00,16.00,259.00,120.00,149.00
Sony,Sony DSC-P8,1/1/2003,2048.00,1632.00,3.00,39.00,117.00,50.00,10.00,16.00,206.00,105.00,429.00
Sony,Sony DSC-P92,1/1/2003,2592.00,2048.00,5.00,38.00,114.00,50.00,10.00,16.00,259.00,120.00,429.00
Sony,Sony DSC-T1,1/1/2003,2592.00,2048.00,5.00,38.00,114.00,25.00,1.00,32.00,180.00,91.00,399.00
Sony,Sony DSC-U30,1/1/2003,1632.00,640.00,2.00,33.00,33.00,10.00,10.00,8.00,130.00,85.00,149.00
Sony,Sony DSC-U40,1/1/2003,1632.00,640.00,2.00,33.00,33.00,10.00,10.00,8.00,130.00,83.00,149.00
Sony,Sony DSC-U50,1/1/2003,1632.00,640.00,2.00,33.00,33.00,10.00,10.00,8.00,132.00,100.00,149.00
Sony,Sony DSC-U60,1/1/2003,1632.00,640.00,2.00,33.00,33.00,10.00,10.00,8.00,200.00,60.00,149.00
Sony,Sony DSC-V1,1/1/2003,2592.00,2048.00,5.00,34.00,136.00,40.00,10.00,32.00,298.00,99.00,429.00
Toshiba,Toshiba PDR-4300,1/1/2003,2400.00,1200.00,3.00,35.00,100.00,80.00,10.00,16.00,0.00,0.00,599.00
Toshiba,Toshiba PDR-5300,1/1/2003,2560.00,2048.00,4.00,35.00,105.00,80.00,10.00,16.00,230.00,93.00,177.00
Canon,Canon PowerShot A100,1/1/2002,1280.00,1024.00,1.00,39.00,39.00,20.00,5.00,8.00,225.00,110.00,139.00
Canon,Canon PowerShot A200,1/1/2002,1600.00,1024.00,1.00,39.00,39.00,20.00,5.00,8.00,225.00,110.00,139.00
Canon,Canon PowerShot A30,1/1/2002,1280.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,350.00,110.00,139.00
Canon,Canon PowerShot A40,1/1/2002,1600.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,350.00,110.00,139.00
Canon,Canon EOS-1Ds,1/1/2002,4064.00,2032.00,11.00,0.00,0.00,0.00,0.00,0.00,1585.00,156.00,7999.00
Canon,Canon EOS D60,1/1/2002,3072.00,2048.00,6.00,0.00,0.00,0.00,0.00,16.00,855.00,150.00,549.00
Canon,Canon PowerShot G3,1/1/2002,2272.00,1600.00,3.00,35.00,140.00,50.00,5.00,32.00,490.00,121.00,499.00
Canon,Canon PowerShot S200,1/1/2002,1600.00,1024.00,1.00,35.00,70.00,57.00,10.00,8.00,250.00,87.00,199.00
Canon,Canon PowerShot S230,1/1/2002,2048.00,1600.00,3.00,35.00,70.00,47.00,10.00,16.00,250.00,87.00,199.00
Canon,Canon PowerShot S330,1/1/2002,1600.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,274.00,95.00,199.00
Canon,Canon PowerShot S45,1/1/2002,2272.00,1600.00,3.00,35.00,105.00,50.00,10.00,32.00,323.00,112.00,139.00
Casio,Casio GV-20,1/1/2002,1600.00,800.00,1.00,35.00,35.00,60.00,10.00,8.00,320.00,101.00,249.00
Casio,Casio QV-5700,1/1/2002,2560.00,1600.00,4.00,34.00,102.00,30.00,6.00,16.00,420.00,118.00,249.00
Casio,Casio QV-R3,1/1/2002,2048.00,1600.00,3.00,38.00,113.00,40.00,14.00,11.00,240.00,90.00,249.00
Casio,Casio QV-R4,1/1/2002,2304.00,2240.00,4.00,38.00,113.00,40.00,14.00,11.00,240.00,90.00,249.00
Contax,Contax TVS Digital,1/1/2002,2560.00,1600.00,4.00,35.00,105.00,60.00,15.00,0.00,260.00,112.00,549.00
Fujifilm,Fujifilm FinePix 2650,1/1/2002,1600.00,1280.00,1.00,38.00,114.00,80.00,8.00,16.00,235.00,100.00,169.00
Fujifilm,Fujifilm FinePix 3800,1/1/2002,2048.00,1600.00,3.00,38.00,228.00,80.00,10.00,16.00,400.00,100.00,399.00
Fujifilm,Fujifilm FinePix A200,1/1/2002,1600.00,1280.00,1.00,36.00,36.00,80.00,8.00,16.00,180.00,99.00,169.00
Fujifilm,Fujifilm FinePix A203,1/1/2002,1600.00,1280.00,1.00,38.00,114.00,60.00,10.00,16.00,180.00,97.00,169.00
Fujifilm,Fujifilm FinePix A303,1/1/2002,2048.00,1600.00,3.00,38.00,114.00,60.00,10.00,16.00,180.00,97.00,169.00
Fujifilm,Fujifilm FinePix F401 Zoom,1/1/2002,2304.00,1600.00,2.00,38.00,114.00,60.00,10.00,16.00,200.00,85.00,169.00
Fujifilm,Fujifilm FinePix F402,1/1/2002,2304.00,1600.00,2.00,39.00,39.00,50.00,6.00,16.00,145.00,77.00,199.00
Fujifilm,Fujifilm FinePix F601Z,1/1/2002,2832.00,2048.00,3.00,36.00,108.00,60.00,20.00,16.00,280.00,72.00,169.00
Fujifilm,Fujifilm FinePix M603,1/1/2002,2832.00,2048.00,3.00,38.00,76.00,60.00,20.00,16.00,280.00,65.00,169.00
Fujifilm,Fujifilm FinePix S602Z,1/1/2002,2832.00,2048.00,3.00,35.00,210.00,50.00,1.00,16.00,590.00,121.00,399.00
Fujifilm,Fujifilm FinePix S602Z Pro,1/1/2002,2832.00,2048.00,3.00,35.00,210.00,50.00,1.00,340.00,590.00,121.00,1699.00
Fujifilm,Fujifilm FinePix S2 Pro,1/1/2002,4256.00,3024.00,6.00,0.00,0.00,0.00,0.00,0.00,850.00,142.00,1699.00
HP,HP Photosmart 320,1/1/2002,1632.00,640.00,2.00,38.00,38.00,75.00,0.00,8.00,240.00,113.00,179.00
HP,HP Photosmart 620,1/1/2002,1632.00,640.00,2.00,36.00,102.00,20.00,20.00,8.00,280.00,120.00,179.00
HP,HP Photosmart 720,1/1/2002,2048.00,640.00,3.00,34.00,102.00,20.00,20.00,16.00,340.00,118.00,179.00
HP,HP Photosmart 812,1/1/2002,2272.00,1136.00,3.00,37.00,111.00,50.00,14.00,0.00,245.00,95.00,179.00
HP,HP Photosmart 850,1/1/2002,2272.00,1136.00,3.00,37.00,300.00,50.00,10.00,0.00,489.00,114.00,179.00
Kodak,Kodak CX4200,1/1/2002,1632.00,0.00,2.00,37.00,37.00,75.00,20.00,16.00,250.00,109.00,129.00
Kodak,Kodak CX4230,1/1/2002,1632.00,0.00,2.00,36.00,108.00,50.00,10.00,16.00,280.00,115.00,129.00
Kodak,Kodak CX4300,1/1/2002,2080.00,0.00,3.00,38.00,76.00,30.00,15.00,16.00,250.00,109.00,126.00
Kodak,Kodak DCS 14n,1/1/2002,4536.00,3024.00,13.00,0.00,0.00,0.00,0.00,0.00,1000.00,131.00,129.00
Kodak,Kodak DX4330,1/1/2002,2160.00,1800.00,3.00,38.00,114.00,60.00,7.00,16.00,260.00,111.00,126.00
Kodak,Kodak DX4900,1/1/2002,2448.00,2160.00,4.00,35.00,70.00,50.00,7.00,16.00,260.00,116.00,129.00
Kodak,Kodak LS420,1/1/2002,1752.00,876.00,2.00,38.00,38.00,80.00,0.00,8.00,160.00,109.00,129.00
Kodak,Kodak LS443,1/1/2002,2448.00,2160.00,4.00,35.00,105.00,70.00,13.00,16.00,260.00,109.00,129.00
Kyocera,Kyocera Finecam S3L,1/1/2002,2048.00,1600.00,3.00,35.00,105.00,55.00,12.00,16.00,205.00,92.00,1699.00
Kyocera,Kyocera Finecam S3x,1/1/2002,2048.00,1024.00,3.00,35.00,105.00,55.00,12.00,16.00,175.00,32.00,1699.00
Kyocera,Kyocera Finecam S4,1/1/2002,2272.00,1280.00,3.00,35.00,105.00,55.00,12.00,16.00,175.00,32.00,1699.00
Kyocera,Kyocera Finecam S5,1/1/2002,2560.00,1600.00,5.00,35.00,105.00,55.00,12.00,16.00,205.00,92.00,1699.00
Leica,Leica Digilux 1,1/1/2002,2240.00,1600.00,3.00,33.00,100.00,30.00,6.00,32.00,455.00,127.00,249.00
Nikon,Nikon Coolpix 2000,1/1/2002,1632.00,1024.00,1.00,38.00,114.00,0.00,0.00,8.00,295.00,108.00,229.00
Nikon,Nikon Coolpix 2500,1/1/2002,1600.00,1280.00,1.00,37.00,111.00,30.00,4.00,8.00,250.00,114.00,229.00
Nikon,Nikon Coolpix 3500,1/1/2002,2048.00,1600.00,3.00,37.00,111.00,30.00,4.00,8.00,250.00,114.00,229.00
Nikon,Nikon Coolpix 4300,1/1/2002,2272.00,2048.00,3.00,38.00,114.00,30.00,4.00,16.00,286.00,95.00,229.00
Nikon,Nikon Coolpix 4500,1/1/2002,2272.00,1280.00,3.00,38.00,155.00,30.00,2.00,16.00,374.00,130.00,229.00
Nikon,Nikon Coolpix 5700,1/1/2002,2560.00,1600.00,4.00,35.00,280.00,50.00,3.00,32.00,512.00,108.00,229.00
Nikon,Nikon D100,1/1/2002,3008.00,2240.00,6.00,0.00,0.00,0.00,0.00,0.00,780.00,144.00,1599.00
Olympus,Olympus D-380,1/1/2002,1600.00,1024.00,1.00,35.00,35.00,60.00,25.00,8.00,250.00,123.00,1699.00
Olympus,Olympus C-300 Zoom,1/1/2002,1984.00,1600.00,3.00,36.00,100.00,80.00,20.00,16.00,300.00,118.00,1699.00
Olympus,Olympus C-4000 Zoom,1/1/2002,2288.00,2048.00,3.00,32.00,96.00,80.00,2.00,16.00,400.00,110.00,129.00
Olympus,Olympus C-5050 Zoom,1/1/2002,2560.00,2288.00,4.00,35.00,105.00,80.00,20.00,32.00,480.00,114.00,449.00
Olympus,Olympus C-50 Zoom,1/1/2002,2560.00,2048.00,4.00,38.00,114.00,50.00,20.00,32.00,230.00,100.00,449.00
Olympus,Olympus C-720 UZ,1/1/2002,1984.00,1600.00,3.00,40.00,320.00,60.00,10.00,16.00,340.00,108.00,449.00
Olympus,Olympus C-730 UZ,1/1/2002,2048.00,1600.00,3.00,38.00,380.00,60.00,10.00,16.00,400.00,108.00,449.00
Olympus,Olympus D-520 Zoom,1/1/2002,1600.00,1024.00,1.00,35.00,105.00,50.00,20.00,8.00,220.00,112.00,449.00
Panasonic,Panasonic Lumix DMC-FZ1,1/1/2002,1600.00,1280.00,2.00,35.00,420.00,30.00,3.00,8.00,354.00,125.00,149.00
Panasonic,Panasonic Lumix DMC-LC20,1/1/2002,1600.00,1024.00,1.00,35.00,105.00,50.00,15.00,8.00,290.00,99.00,1499.00
Panasonic,Panasonic Lumix DMC-LC40,1/1/2002,2240.00,1600.00,3.00,33.00,100.00,30.00,6.00,16.00,420.00,104.00,1499.00
Pentax,Pentax Optio 230,1/1/2002,1600.00,1024.00,1.00,38.00,114.00,50.00,10.00,16.00,230.00,104.00,269.00
Pentax,Pentax Optio 330GS,1/1/2002,2048.00,1600.00,3.00,38.00,114.00,4.00,5.00,16.00,230.00,104.00,269.00
Pentax,Pentax Optio 330RS,1/1/2002,2048.00,1024.00,3.00,37.00,111.00,40.00,14.00,16.00,240.00,92.00,269.00
Pentax,Pentax Optio 430RS,1/1/2002,2240.00,1120.00,3.00,37.00,111.00,40.00,14.00,16.00,240.00,92.00,269.00
Samsung,Samsung Digimax 130,1/1/2002,1280.00,640.00,1.00,43.00,43.00,80.00,40.00,8.00,250.00,106.00,299.00
Samsung,Samsung Digimax 230,1/1/2002,1600.00,1024.00,1.00,33.00,100.00,80.00,20.00,0.00,0.00,0.00,229.00
Samsung,Samsung Digimax 350SE,1/1/2002,2048.00,1024.00,3.00,34.00,102.00,80.00,20.00,0.00,320.00,114.00,229.00
Samsung,Samsung Digimax 410,1/1/2002,2272.00,1600.00,3.00,34.00,102.00,80.00,20.00,0.00,340.00,116.00,229.00
Sigma,Sigma SD9,1/1/2002,2268.00,1134.00,3.00,0.00,0.00,0.00,0.00,0.00,950.00,152.00,19.00
Sony,Sony Mavica CD250,1/1/2002,1600.00,1280.00,1.00,41.00,123.00,50.00,3.00,6.00,610.00,138.00,1399.00
Sony,Sony Mavica CD400,1/1/2002,2272.00,1600.00,3.00,34.00,102.00,50.00,4.00,6.00,640.00,138.00,1399.00
Sony,Sony DSC-F717,1/1/2002,2560.00,2048.00,4.00,38.00,190.00,50.00,2.00,32.00,659.00,162.00,149.00
Sony,Sony DSC-P2,1/1/2002,1600.00,1280.00,1.00,39.00,117.00,50.00,10.00,16.00,214.00,114.00,399.00
Sony,Sony DSC-P31,1/1/2002,1600.00,1280.00,1.00,33.00,33.00,10.00,10.00,8.00,231.00,106.00,429.00
Sony,Sony DSC-P51,1/1/2002,1600.00,1280.00,1.00,41.00,82.00,8.00,8.00,16.00,275.00,127.00,429.00
Sony,Sony DSC-P7,1/1/2002,2048.00,1600.00,3.00,39.00,117.00,50.00,10.00,16.00,214.00,114.00,149.00
Sony,Sony DSC-P71,1/1/2002,2048.00,1600.00,3.00,39.00,117.00,50.00,10.00,16.00,284.00,125.00,149.00
Sony,Sony DSC-P9,1/1/2002,2272.00,1600.00,3.00,39.00,117.00,50.00,10.00,16.00,206.00,113.00,429.00
Sony,Sony DSC-U10,1/1/2002,1280.00,640.00,1.00,33.00,33.00,10.00,10.00,8.00,118.00,85.00,149.00
Sony,Sony DSC-U20,1/1/2002,1632.00,640.00,2.00,33.00,33.00,10.00,10.00,8.00,118.00,85.00,399.00
Sony,Sony Mavica FD-100,1/1/2002,1280.00,1024.00,1.00,37.00,111.00,0.00,0.00,1.00,0.00,0.00,1399.00
Sony,Sony Mavica FD-200,1/1/2002,1600.00,1024.00,1.00,37.00,111.00,19.00,3.00,1.00,520.00,142.00,1399.00
Toshiba,Toshiba PDR-3310,1/1/2002,2048.00,1024.00,3.00,35.00,105.00,55.00,12.00,8.00,205.00,91.00,177.00
Toshiba,Toshiba PDR-3330,1/1/2002,2048.00,1024.00,3.00,35.00,100.00,80.00,10.00,8.00,320.00,116.00,177.00
Toshiba,Toshiba PDR-T10,1/1/2002,1600.00,800.00,1.00,38.00,38.00,40.00,20.00,8.00,180.00,86.00,129.00
Agfa,Agfa ePhoto CL45,1/1/2001,1600.00,640.00,1.00,51.00,51.00,50.00,20.00,8.00,270.00,119.00,179.00
Canon,Canon PowerShot A10,1/1/2001,1280.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,375.00,110.00,139.00
Canon,Canon PowerShot A20,1/1/2001,1600.00,1024.00,1.00,35.00,105.00,76.00,16.00,8.00,375.00,110.00,139.00
